,time,CoxReduced,Cox,Cox-TV,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit,RRF-TV
0,1,0.7378524377810975,0.8398586353833128,0.8320917622115875,0.838522298741136,0.8008197979731375,0.8011863068462999,0.5,0.8331189311082151,0.8312278036896883,0.8263101631357611,0.8299012655526751,0.8301412360401159
1,2,0.740380075700318,0.8227973144508114,0.8175369457040719,0.8206475488053822,0.7949317326251986,0.8101514842380769,0.5,0.8148146114965946,0.818410661568755,0.8136104970805298,0.8221799176354723,0.8129722082786808
2,3,0.7475304078922501,0.8219293716422873,0.8252829842967704,0.8219445953898119,0.8022996393962676,0.8175603270077065,0.5,0.818903220677969,0.8185945963844712,0.8157400098091058,0.8236187109592386,0.8206194870340002
3,4,0.7454118013179943,0.8164918265794014,0.8279677932321446,0.817076497824895,0.7980082102627941,0.8129028155538078,0.5,0.8144973489102366,0.8135955858823354,0.8107381372021425,0.8131436941912832,0.8135025887011154
4,5,0.7514344180902366,0.8176746299374256,0.8292288031254664,0.8174856751882738,0.7989344951446066,0.8073184246938871,0.5,0.8129166003187733,0.8121556693948733,0.8107219085726078,0.81244677012082,0.8166342994647706
5,6,0.7538736849990664,0.8213426613029879,0.8353824468983304,0.8209766083613745,0.8039116351451981,0.8073251294130366,0.5,0.8165358940356965,0.814517607266899,0.8147144648524395,0.8156208976152318,0.8200451568818881
6,7,0.7578563011048121,0.8259045999433905,0.8402948138842473,0.8256344900631392,0.8084922631829006,0.8109870951519376,0.5,0.821176901291435,0.8189210723657866,0.8183707130583666,0.8195287606463845,0.822411202411064
7,8,0.7551657547142719,0.8233429479401708,0.8366782183236303,0.8233269445343296,0.808776586700583,0.8078263065653767,0.5,0.8195066770282252,0.8193763608112659,0.817958341267709,0.8220187966751759,0.8263664948834517
8,9,0.7484299607375453,0.8167353961151497,0.8311178637270435,0.8166677217612489,0.8009590038704808,0.7988705740172231,0.5,0.8129334546166118,0.8123881864838853,0.8107851701602438,0.8167706632452197,0.8255567204050214
9,10,0.7535274095728086,0.8193723472901034,0.8395533994773376,0.8196252715927392,0.8057054078106397,0.8036439203138237,0.5,0.8162855092648982,0.8167553193393651,0.8139446105717073,0.8195860397788948,0.8308220530142192
10,11,0.7671832847993476,0.8286296215967834,0.8482242574928931,0.8287197477367022,0.8162877558537738,0.8135551756892754,0.5,0.8264569503603918,0.8261486157269105,0.8237416300090927,0.8278136448970503,0.8399906724754274
11,12,0.7755836339075909,0.8376699240410732,0.8556124526377722,0.8374529635528993,0.8249261061966868,0.8218255466263273,0.5,0.8338103999077063,0.8332604950517073,0.8318982863804992,0.8354899094029592,0.8465735696534886
12,13,0.7725874291694264,0.836046252997162,0.8514204952444506,0.835900903997514,0.825103262410765,0.8203471713369148,0.5,0.8334042077883373,0.8333318208165155,0.8307078387217052,0.8344817452948587,0.8401358945492966
13,14,0.7704856040514269,0.8326740900439172,0.8517508949296964,0.8329307833234643,0.8247771045888924,0.819586085109802,0.5,0.8313011588040785,0.8323077860571348,0.8287965292630208,0.8315851357644231,0.8395295738266528
14,15,0.7687297179049637,0.8274740614499534,0.8503844573853776,0.8285438838268766,0.8217393523103174,0.8151352250439474,0.5,0.8263347503829606,0.8280934248419837,0.8252802174356659,0.8286144950948913,0.8367621828950134
15,16,0.774249435214187,0.8316242356026562,0.8498532688154139,0.8327734380285059,0.8279820222823293,0.8185011885178968,0.5,0.8320475282909418,0.8322050735724614,0.8297032153597634,0.8332186663816035,0.8351031273551176
16,17,0.7754782182528814,0.8296559131534269,0.849094616424767,0.8309384223919981,0.8274735646047477,0.817351950279042,0.5,0.8310118088206548,0.8329201376142134,0.8302311352373694,0.8358941146507752,0.8340883466426144
17,18,0.7793336080248402,0.8376617882876956,0.8586098900487853,0.8385087525034519,0.8367684978756962,0.8249990716366433,0.5,0.8391451281480778,0.8407482018592041,0.8387598187130463,0.845326332081253,0.8400482212009368
18,19,0.7840014692383913,0.8346201623091569,0.8560534307885886,0.8355260217034728,0.8338136460442348,0.8212788911914006,0.5,0.8369075838099977,0.8359872923988687,0.8356628708671514,0.8399963445651379,0.8346466658321376
19,20,0.7858510914512038,0.8347026472013319,0.8539098194709731,0.8351313878448319,0.8342598663153324,0.8187555273786036,0.5,0.8367661304395522,0.8380840917668915,0.8370066280557229,0.844089213025079,0.8318414850735822
20,21,0.7868215436064097,0.8305749881622424,0.8531330251955063,0.8311400415093,0.8320288059498123,0.8146724799828835,0.5,0.8344408977354741,0.8363273171572938,0.8350687917438464,0.8428091251312279,0.8333622564775096
21,22,0.7926336893405578,0.8373436334828047,0.8570600109288602,0.8371566640740946,0.8386298247116992,0.8165276488577902,0.5,0.8397259940284579,0.8437821763403116,0.8417873152800786,0.8479135129732014,0.8331457381102274
22,23,0.7971710157643522,0.8387939439747986,0.857758118227429,0.8385452508160898,0.8397922074499403,0.816355659208684,0.5,0.8412159757606086,0.8450773763248092,0.8427044434088795,0.8491246268342668,0.8311325412565728
23,24,0.801268403396375,0.8464936239581519,0.862294703963709,0.8461461554419052,0.8464092573329906,0.8177963078309317,0.5,0.8500085193422382,0.8516115973898023,0.8509957601893934,0.8568664469714691,0.8311320312050019
24,25,0.8100435907032256,0.8540243941285487,0.8678942697642469,0.8542277595595369,0.8587182163331772,0.8307532364731387,0.5,0.8603390960154582,0.8626215805575334,0.861138095895277,0.8666683112195221,0.8390825738619017
