,IBS
CoxReduced,0.15216948223100943
Cox,0.134178188479451
Cox-TV,0.12742264418938928
CoxNet,0.1339259885494516
GradBoost,0.1357446046637666
RSF,0.1397122028955429
KM,0.18771970526205808
Gompertz,0.13397719759509794
DeepPCH,0.13268928443783806
DeepSurv,0.13420628046632951
DeepHit,0.1334912349654326
RRF-TV,0.13258985927153744
