,IBS
CoxReduced,0.14418969254496447
Cox,0.1288658406923658
Cox-TV,0.11947870033046147
CoxNet,0.12846325358288474
GradBoost,0.12963551154740538
RSF,0.13331180848540147
KM,0.18958424756793754
Gompertz,0.1288217162714491
DeepPCH,0.12719868766664033
DeepSurv,0.1288380310489006
DeepHit,0.12889475530777372
RRF-TV,0.12407199171647665
