,Mean AUC
CoxReduced,0.8221678050329804
Cox,0.8670653009860788
Cox-TV,0.8819201019520099
CoxNet,0.8678355540947639
GradBoost,0.8645734828577453
RSF,0.8608324199994801
KM,0.5
Gompertz,0.8678886535367952
DeepPCH,0.8702669656956251
DeepSurv,0.8678027347054861
DeepHit,0.8704623939313898
RRF-TV,0.8747393190714213
