,Mean AUC
CoxReduced,0.7882371162602461
Cox,0.8423639375570384
Cox-TV,0.8609080878502863
CoxNet,0.8427344524860847
GradBoost,0.83885570313421
RSF,0.832821413094264
KM,0.5
Gompertz,0.8423337318125147
DeepPCH,0.8415536614223112
DeepSurv,0.8433307302078247
DeepHit,0.846746614896523
RRF-TV,0.8472063172482472
