,time,CoxReduced,Cox,Cox-TV,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit,RRF-TV
0,1,0.7516373445331899,0.8180989579670566,0.8131450109202556,0.816580616214241,0.8004175839700765,0.8087924416021679,0.5,0.8097930819755388,0.8213495449795785,0.8105892638109897,0.816961930569223,0.7986494782190511
1,2,0.7417058268617687,0.7974534874595415,0.7972093606928378,0.7964689991497229,0.782941520308621,0.7880472331241977,0.5,0.7918387428417077,0.8008514981617986,0.7912763861044433,0.7993513008860257,0.7814670156989083
2,3,0.7482932334978767,0.8075495053667949,0.8155792705037648,0.8071587309895313,0.7922176330401622,0.7930430312584065,0.5,0.8049339613281494,0.8075103667836194,0.8030126411734588,0.8094779973229005,0.8006375588339134
3,4,0.7604797148627206,0.8186677469708699,0.8318767094015382,0.8187847720206397,0.8064245101689671,0.8097174911977353,0.5,0.8176214684027892,0.8207083626201768,0.8154482814673869,0.8214070840477835,0.815030487693797
4,5,0.764794285358959,0.8238692577331609,0.8336923751191485,0.8236509770638387,0.8087774374494218,0.8115994886455594,0.5,0.8209348567671242,0.8227937378553924,0.8183608827672646,0.8230042413447416,0.8176794344116964
5,6,0.7715286331649848,0.8317396134803858,0.8443672479260418,0.8316492771004971,0.819525754537181,0.818704122437756,0.5,0.830191433168998,0.8313636830345932,0.827429174724511,0.8317297681177663,0.828615441497289
6,7,0.771307880363636,0.8334550743306672,0.8461901908077614,0.8333555519761611,0.820563409988418,0.8182862852328627,0.5,0.8318007363646,0.8332442396337384,0.8284462339431851,0.8343111089166906,0.8268376658759075
7,8,0.7713037137986414,0.8352902787500777,0.8494640610874071,0.8354021981446271,0.8232050874113341,0.8223979611873503,0.5,0.83431176081425,0.8362878940884095,0.8312752014449151,0.8381771193599439,0.8338610715022203
8,9,0.7683307653164269,0.829784135604486,0.8437036466050619,0.8297672542436763,0.816458306624024,0.8138323222294025,0.5,0.8288103862465362,0.8300037894818173,0.8253768295200761,0.8319664094424197,0.8280843490309298
9,10,0.7713363907069369,0.829405502040212,0.8445093736395923,0.8297873304663652,0.8198961436748704,0.8161737265739385,0.5,0.8297222066387351,0.8303997992813736,0.8263975480829322,0.8314902298055864,0.8300800229532755
10,11,0.7826153536417804,0.8344635981152786,0.8531454454112377,0.8349348579301237,0.8260369910459368,0.8206407647681968,0.5,0.834757417448355,0.8345771702872582,0.8324541022645457,0.8354232205200119,0.8391894409424157
11,12,0.7974885387263927,0.8478757086184843,0.8650338298030911,0.8483458490758704,0.8402733984005811,0.8345327093254368,0.5,0.847597152074843,0.8466651124011845,0.8455187439225429,0.8484680952762074,0.852030508282501
12,13,0.8056717869898271,0.8538954439164899,0.8690525058693361,0.8544619910539033,0.847350362570073,0.8408012493616219,0.5,0.8541011233001442,0.8521313076978028,0.8516885987521774,0.8555533189707468,0.8579643708909745
13,14,0.810691320165288,0.8531633134014451,0.871606807186537,0.8540876201547226,0.8506104473472275,0.8445613017466532,0.5,0.8551005968537281,0.8537700770583352,0.8530565306629001,0.8555473255492411,0.8614799914115425
14,15,0.8124453411804082,0.852339634837585,0.8720120405105051,0.8536759161907405,0.8511155120984518,0.8434439219840397,0.5,0.8546742543181076,0.8536961377424013,0.8526007668738961,0.8556989531647523,0.8593537220429508
15,16,0.8179426083663937,0.8557481702249499,0.8726072638498217,0.8570305497513888,0.8561421776662248,0.847395153341566,0.5,0.8583713890965534,0.8560308167918291,0.8555943793126441,0.8583568661583374,0.8578541009763362
16,17,0.8241938339266226,0.8610789856211072,0.8765400887108372,0.8623968914945246,0.863082621477666,0.8534509240552725,0.5,0.8639275960235673,0.8626138545115067,0.8621012255657643,0.8644778675359868,0.8634752959659354
17,18,0.83254749374948,0.8755175886382268,0.8862427615093723,0.8766596849210877,0.874431330260576,0.8656143109269607,0.5,0.8764280353427976,0.8750554333207707,0.8750888430768105,0.8780097137896742,0.8710664888573783
18,19,0.8335927220022799,0.8722251092915029,0.8822473931203896,0.8733962991402614,0.8716706805450259,0.862559783928469,0.5,0.8734893154995803,0.8711983069878161,0.872012329042004,0.8742854552567753,0.8662447083814698
19,20,0.8407094949519627,0.8763285186795153,0.8878113168082714,0.8773686489049642,0.8768350195220298,0.8678403324087949,0.5,0.8777200799825297,0.8770096108603715,0.8771900864543464,0.8811886297404694,0.8716260527759148
20,21,0.8444189905447869,0.8757428471479572,0.8903782737669276,0.8768747145921912,0.8771084644217384,0.865813796409122,0.5,0.8778530227739061,0.8778117816900808,0.877252103012778,0.8806367464091663,0.8726315915651426
21,22,0.8526401045147429,0.8843114805943011,0.8939257199185054,0.8849293849301416,0.8854632662953502,0.8715812777487482,0.5,0.8857281408798001,0.8867203072901448,0.885693861580063,0.8898910103523369,0.873896363445957
22,23,0.861681658478437,0.888994201314051,0.895747365288607,0.8893948412938683,0.8899653542597037,0.8781635217684569,0.5,0.8896695734300458,0.8911090637645216,0.8893231511690464,0.8955839750410257,0.8756883751480555
23,24,0.862561130029388,0.8944402377528687,0.9000619536833143,0.8945732622463313,0.8946219738159273,0.882346673615092,0.5,0.8953515665443759,0.8965443177493848,0.896016414521823,0.900288215749355,0.8775193816082586
24,25,0.8775108947644811,0.9057240115252835,0.9076422960198607,0.9059716007657785,0.9096434469268735,0.9000984074847613,0.5,0.9084186457424034,0.9110851066174505,0.9102342326960003,0.914219558973838,0.8902266545318291
