,MAE
CoxReduced,2.782482468550241
Cox,2.461395556047517
Cox-TV,2.4434429982582877
CoxNet,2.4680573240892603
GradBoost,2.532245014189412
RSF,2.6473035451511544
KM,3.6750831433526336
Gompertz,2.4780912327453346
DeepPCH,2.444436575097237
DeepSurv,2.429312508147409
DeepHit,2.3126187269732195
RRF-TV,2.6232961048458434
