,IBS
CoxReduced,0.11723888913092778
Cox,0.10882874360894873
Cox-TV,0.10041163166868554
CoxNet,0.10836762517685877
GradBoost,0.11341069638347527
RSF,0.11679362709206509
KM,0.16160343504776556
Gompertz,0.10841053997892351
DeepPCH,0.10860080468890328
DeepSurv,0.10839924036713511
DeepHit,0.11072756878100413
RRF-TV,0.10934901652540273
