,IBS
CoxReduced,0.13888615237061888
Cox,0.1244740518390917
Cox-TV,0.11706731319034906
CoxNet,0.12414117690116883
GradBoost,0.1268854057408149
RSF,0.13068268587402518
KM,0.1771844637986494
Gompertz,0.12405112996517233
DeepPCH,0.123330087029328
DeepSurv,0.12420397668946308
DeepHit,0.1246354036660886
RRF-TV,0.1234358038733379
