,Bias
CoxReduced,-1.265896154180329
Cox,-0.9669200514269732
Cox-TV,-1.0225242527759177
CoxNet,-0.9934177120005218
GradBoost,-0.8122404642539666
RSF,-0.8841116823474839
KM,-1.6016627084582393
Gompertz,-0.9026497642457153
DeepPCH,-0.9552790094308361
DeepSurv,-0.8333164634340119
DeepHit,-0.6179163627533562
RRF-TV,-0.7838603557209799
