,IBS
CoxReduced,0.1209404459121221
Cox,0.10892795002967286
Cox-TV,0.10216342103248977
CoxNet,0.1084496934577847
GradBoost,0.11063879359480873
RSF,0.11402899661784034
KM,0.17643371999065383
Gompertz,0.10803795321498484
DeepPCH,0.10851511562397825
DeepSurv,0.10868381551723476
DeepHit,0.10958578188405099
RRF-TV,0.10659758465486142
