,Mean AUC
CoxReduced,0.8245215891570613
Cox,0.8675275061012037
Cox-TV,0.8834824211926888
CoxNet,0.8683338858847027
GradBoost,0.8653680962371122
RSF,0.8617738356614176
KM,0.5
Gompertz,0.8681799195575727
DeepPCH,0.8723249323913134
DeepSurv,0.8690649571205599
DeepHit,0.8717627827072004
RRF-TV,0.876194885218223
