,IBS
CoxReduced,0.13030584789900276
Cox,0.11669434203955246
Cox-TV,0.10791128495291535
CoxNet,0.11622923507386558
GradBoost,0.11803566601941158
RSF,0.12096953447623775
KM,0.1741601579032834
Gompertz,0.1162198621918334
DeepPCH,0.11538941381745786
DeepSurv,0.11675157285243909
DeepHit,0.11713384096906028
RRF-TV,0.11140507981306398
