,Mean AUC
CoxReduced,0.7705271240394074
Cox,0.8304381980096863
Cox-TV,0.8465712750658552
CoxNet,0.8306185845989953
GradBoost,0.8214596222873661
RSF,0.8147685550686923
KM,0.5
Gompertz,0.829500722906928
DeepPCH,0.8301488782165554
DeepSurv,0.8281408610864558
DeepHit,0.8328911111422305
RRF-TV,0.8314249309179385
