,IBS
CoxReduced,0.13094746714757763
Cox,0.11749753013186581
Cox-TV,0.10959685958913284
CoxNet,0.11705207631549958
GradBoost,0.11884018428284122
RSF,0.12236757413895383
KM,0.1821629909463902
Gompertz,0.11697456082836817
DeepPCH,0.11654604533402868
DeepSurv,0.11733646991160956
DeepHit,0.11787491123750658
RRF-TV,0.11416946155198242
