,Mean AUC
CoxReduced,0.8083128072931594
Cox,0.851505272971525
CoxNet,0.852170918417266
GradBoost,0.854588405165315
RSF,0.8454387867469205
KM,0.5
Gompertz,0.8515895793088962
DeepPCH,0.8453745013540231
DeepSurv,0.8535175673365132
DeepHit,0.8409608446500975
