,IBS
CoxReduced,0.12991502772882804
Cox,0.11687103529363219
CoxNet,0.1163315055812121
GradBoost,0.11821605433794617
RSF,0.12100655260865097
KM,0.17357383214465325
Gompertz,0.11619625343226332
DeepPCH,0.12342703787765096
DeepSurv,0.11724220929086666
DeepHit,0.12441338984931676
