,IBS
CoxReduced,0.10602265737287613
Cox,0.0981859908851489
CoxNet,0.09787101427184015
GradBoost,0.10009277365845846
RSF,0.10208128749987407
KM,0.1594765989835486
Gompertz,0.0977310366678888
DeepPCH,0.10120380430627274
DeepSurv,0.09817295367317724
DeepHit,0.10606713748330675
