,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.7662778796112878,0.8472546045592133,0.847389069793892,0.8508737062951088,0.8336684542513291,0.5,0.8521548539274194,0.8785214115234012,0.8803251860828023,0.8801516425061173
1,2,0.7646779707612958,0.8598886183369259,0.8589825709232264,0.8489951955605095,0.8633216093016683,0.5,0.8639436501453386,0.8861138532406616,0.8709888197334884,0.8687930828250507
2,3,0.7843102799800465,0.8680605274987332,0.8684394285571818,0.8583760873651635,0.8639140846336842,0.5,0.871677103741826,0.8887784777365626,0.8798743729946893,0.8754814756207441
3,4,0.7859291474667627,0.8585287102705114,0.8590798624352576,0.8427521498046499,0.8463014094147877,0.5,0.8610065332552329,0.8723377789616198,0.866258183693128,0.8709710861691979
4,5,0.7885472381184364,0.8599434922519468,0.8598685909657415,0.8449610441524152,0.8493420530345813,0.5,0.8579195275899513,0.8589030721374749,0.8657998241582514,0.8582473783019866
5,6,0.8058365195985744,0.866895442676343,0.8673126574792747,0.8552175085216914,0.8564460615262286,0.5,0.8659088740413281,0.8625270903323368,0.8714755352321607,0.8618841233749402
6,7,0.8157290355799004,0.8714822411230334,0.8718326346583494,0.8611476432108518,0.8648290339587382,0.5,0.8698439233353434,0.8624208919741285,0.8754335730885507,0.8624216692282756
7,8,0.8042050504612843,0.8614528631555516,0.8614537816628622,0.8500996192302045,0.8552177727826682,0.5,0.8575837198822771,0.8448107251608893,0.8624824897150671,0.8497034345755916
8,9,0.8011075152886695,0.8540110872586368,0.8541469820904728,0.8447934839972328,0.8464105465446438,0.5,0.8511043241906838,0.8371518014092192,0.8520878246526933,0.8312789337027106
9,10,0.8061928643689875,0.8542557473841998,0.8546091097727369,0.8511656939268435,0.8468099846955204,0.5,0.8530707018410597,0.8408389107172898,0.8541986194154761,0.8357309041927201
10,11,0.8110217137900899,0.8566093640122321,0.8567291102484935,0.8537802161976932,0.847959327486413,0.5,0.8560981508241676,0.8426068836507359,0.8546759725386796,0.8349213533246236
11,12,0.8144859061471041,0.8606446990539651,0.8608480503918405,0.8579800246931029,0.8501658694300203,0.5,0.8591521237567417,0.847691859319851,0.8573602288531355,0.8364945321727494
12,13,0.8164799472142431,0.8595043637864247,0.8597619515625583,0.8581376010458248,0.849539223613687,0.5,0.8592215564821754,0.8449599931359176,0.8555469400725231,0.8366380397051496
13,14,0.8099853968735439,0.8482792075475197,0.8487237444945303,0.8508499713395491,0.840356886750938,0.5,0.8472507664622727,0.8336204465193813,0.8433443759644776,0.8260076256394137
14,15,0.7990792397925204,0.8395863926547896,0.8404662596875698,0.8458536982481855,0.8314617923942779,0.5,0.839454015200429,0.8247444390134324,0.8362306549238623,0.8206327196563019
15,16,0.8008648016068688,0.8399627926599459,0.8410299095235435,0.8474947879020609,0.8314721587807781,0.5,0.8400634632847808,0.8230268578324739,0.8385160594830849,0.822633635280505
16,17,0.8030497598126987,0.8445041269237509,0.8454768931223664,0.8494238074388707,0.8366062248683706,0.5,0.8428441485159877,0.8326604840666113,0.8423018481948283,0.8269201338218699
17,18,0.7904459886152873,0.8323408907703916,0.8330165081933426,0.8372153190611256,0.8291572077425114,0.5,0.8313673936606861,0.8263292353267717,0.83293588761494,0.8170988699934281
18,19,0.8073556190142214,0.8409821086763067,0.8421147024529205,0.8496361663706139,0.8399255138469134,0.5,0.8418655454829631,0.8362795453590043,0.8442104771917088,0.8284400094159936
19,20,0.819967642233876,0.8549385258997875,0.8560079472291088,0.8642932655688442,0.853021928296141,0.5,0.8562846619659357,0.8504323969239018,0.8579081564937768,0.8489901956633761
20,21,0.8197968950236086,0.8493669038985544,0.850578999261615,0.8616137508627277,0.8491239961805861,0.5,0.8512054247316936,0.8461316789221212,0.852562968306569,0.8465907046665866
21,22,0.827639863557536,0.8516602512560467,0.8529830768354283,0.8637081043975838,0.8498305358074498,0.5,0.8535590313045422,0.8506923886772417,0.8553181332736002,0.8533030414392215
22,23,0.8293634900205868,0.8559546504905149,0.8565985743882256,0.8678619339922287,0.8517323373018066,0.5,0.8566766939358452,0.8512682814860318,0.860711918465157,0.8494023497104657
23,24,0.8200330210958181,0.8439195251729542,0.8447173852469944,0.859058333640967,0.8362273609511783,0.5,0.8459207788259828,0.842829619212984,0.847222757487719,0.839403691085908
24,25,0.83749974118902,0.8643130078970035,0.8658176031258736,0.883915583244485,0.8624911894296694,0.5,0.8658726986461774,0.8623730916923609,0.8687815463457582,0.8518285901673334
