,Mean AUC
CoxReduced,0.7964806279073213
Cox,0.844130809868143
CoxNet,0.8451926251016494
GradBoost,0.8396803035396829
RSF,0.8296385219487509
KM,0.5
Gompertz,0.8447404929550445
DeepPCH,0.8350676169776474
DeepSurv,0.843286967355188
DeepHit,0.8358778448047941
