,IBS
CoxReduced,0.14544603405733644
Cox,0.12938777061502174
CoxNet,0.1287903500450391
GradBoost,0.12984580707940033
RSF,0.13619186732188518
KM,0.21384926498850443
Gompertz,0.12840149601108916
DeepPCH,0.13518245875611068
DeepSurv,0.1291805403081037
DeepHit,0.13575570762412678
