,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.7526456621156834,0.8176192796894584,0.8169656916052005,0.8004637926520363,0.7983255600054336,0.5,0.8101356852827295,0.8060949434003868,0.8037892827369275,0.8029867497172233
1,2,0.7425512461953372,0.7941915123480432,0.7956828212878218,0.7835061758178985,0.7842833579952628,0.5,0.7906042420855788,0.7885977620740932,0.790703777174223,0.7923528709292095
2,3,0.749077973425107,0.8032966489961417,0.8053004640892334,0.7918135425961252,0.7824533573226136,0.5,0.8046954382022474,0.797467588055295,0.8035505765192872,0.809116380150675
3,4,0.7612676216344124,0.8167467440298375,0.8182326284085478,0.8068061609746786,0.7994757808325327,0.5,0.8172462180554877,0.8079664149120126,0.8157430823329983,0.8184099365733265
4,5,0.7654281676065618,0.8221700684716706,0.8231040367743812,0.809925041219282,0.8025489088841941,0.5,0.8202848916169897,0.8091501135296926,0.8185208209715922,0.8167342126815589
5,6,0.7719153035976807,0.8309393028558066,0.8316012022649156,0.8208446181206598,0.8127431084731043,0.5,0.8295672836264812,0.816601446670014,0.8284565782032666,0.8220221572594572
6,7,0.7715470615602236,0.8312794470821221,0.8321674921569158,0.8221881759099127,0.8142686372001333,0.5,0.831005947019599,0.8204118881317404,0.8286220234085204,0.819350847629441
7,8,0.7716417755845614,0.8329527169281834,0.8338326711247169,0.8251736787614622,0.8184898914857872,0.5,0.8330805933499958,0.8264763795845356,0.83260245534543,0.8249571562852476
8,9,0.7685708947149795,0.8271728613049886,0.8278712660410628,0.8188428807392587,0.8104133225544043,0.5,0.8273663822652645,0.8218673008443171,0.8260226970881617,0.8183136524664927
9,10,0.7716339141654258,0.8273198361401075,0.828126878362131,0.8218056285969495,0.8122006605780296,0.5,0.8283858053263142,0.8219693156905421,0.828244423990425,0.818499064624756
10,11,0.7828318968384502,0.8326478100737634,0.8334588457655167,0.8282085509235911,0.8169314392416965,0.5,0.8334479744453613,0.8255179479659811,0.8333514000944257,0.821315163621291
11,12,0.7976828165243517,0.8467122357486698,0.8472801273524555,0.8418092320018715,0.8302222241122656,0.5,0.8460835760497153,0.8376845529686074,0.8465271678622343,0.8345867977879908
12,13,0.805916395662346,0.8521500946297692,0.852900967950751,0.8483621741511274,0.8364895568970202,0.5,0.8529309092687315,0.8422990722400205,0.8534501874941491,0.8416598074010828
13,14,0.810898620647517,0.8518024039475769,0.8527616244004228,0.8521534808024548,0.843182113222918,0.5,0.853938664013274,0.8422618759121774,0.8541630303002011,0.8431832690782429
14,15,0.8124909540446272,0.8498393094390145,0.8516678468661006,0.8522207754304076,0.8415814597252977,0.5,0.8535448159579138,0.8423268475280841,0.8533527150493436,0.844021648989552
15,16,0.8180117970538137,0.853959572696058,0.8555305259079707,0.8570396264616444,0.8455742169918891,0.5,0.8579389853341204,0.8438720452309991,0.8568250232028665,0.8444502078169874
16,17,0.8242237248185704,0.8602281201325584,0.8618156313096806,0.8639248633733129,0.8516939916075077,0.5,0.8639817804379774,0.8501042882068055,0.8625277919966333,0.8496914239948912
17,18,0.8324276060710154,0.8745136094447435,0.8760951406933648,0.8756613719468481,0.862333838442727,0.5,0.876835790905364,0.8641210754541679,0.8743700588578966,0.864130343798426
18,19,0.8332386124442797,0.8714131073774106,0.8728595243043162,0.8727296434445415,0.8587151076420754,0.5,0.873733673657163,0.8601529858115206,0.87081390426742,0.8621566341314156
19,20,0.8404052848801302,0.8765070592262298,0.8778548641933719,0.8778264030804214,0.8634295423304124,0.5,0.8784971398805068,0.8670212720694773,0.8767865086843707,0.8666689801161359
20,21,0.8441056359152022,0.8766974063108801,0.8780210250001671,0.877772885980003,0.8611082918458584,0.5,0.8790541445209987,0.867008791886853,0.8760891924821832,0.868797783857859
21,22,0.8523446864350366,0.8845182121407882,0.8858270988610858,0.8866386178474972,0.8680357132737704,0.5,0.8870165602809167,0.8761808875041457,0.8846140615395848,0.8767670826806497
22,23,0.8614136788518798,0.8893446758427098,0.8906323309057611,0.8913314033246338,0.8751239803019024,0.5,0.8907022994601002,0.8793198970874813,0.8889303848793697,0.8815133832164599
23,24,0.8622190894368745,0.8940623566445558,0.8950236384576781,0.8958745888208927,0.8807452777734812,0.5,0.8957944662707109,0.8851447589597232,0.8918179380300091,0.8820458642955062
24,25,0.8770631822000331,0.9055555799082884,0.906463565295845,0.9101828476056563,0.8980257202907368,0.5,0.9090398635985459,0.8971674302171809,0.904912679756131,0.892075587545263
