,Mean AUC
CoxReduced,0.7897062271032144
Cox,0.8425266392916249
CoxNet,0.8442207129532151
GradBoost,0.8408183945838169
RSF,0.8340650492196248
KM,0.5000000000000001
Gompertz,0.8438749736954517
DeepPCH,0.8297084821334912
DeepSurv,0.8432951985375748
DeepHit,0.8308502135072626
