,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.011275218407230362,0.011066572381838596,0.01106760443245508,0.011105351128264808,0.011111971716733034,0.011517852965867185,0.01114590974421734,0.011019765394913712,0.010966573487531455,0.011129035268776039
1,2,0.026453545853277867,0.024967736321042495,0.024994955335753466,0.025572435698355052,0.025472970266955906,0.02800382224384993,0.025313414352117345,0.025248728695518606,0.0250795801310434,0.025306587272381557
2,3,0.04141258170751513,0.038615207052185296,0.03863215389094774,0.039363761027894774,0.03931301458986551,0.04484483018514506,0.03878419792562193,0.038757604978532784,0.03861300958484876,0.03962201277245898
3,4,0.05656936601611033,0.05211006795233961,0.05210015525943382,0.05306468995575165,0.05323685196138412,0.06236056742157882,0.05215818396751818,0.05235368614204166,0.05214906893451954,0.05297262802101925
4,5,0.07100577405671243,0.0653311540300981,0.06525268584351335,0.06625641879583838,0.06652404327724981,0.08012943509292199,0.06519436894253461,0.06625206302403469,0.06513392086923422,0.06652956124969328
5,6,0.08425698772866408,0.07721916897734112,0.07718190160943417,0.07819994915092572,0.07901815187358283,0.09858252596912394,0.07685261858993857,0.07856083130682592,0.0769265214609837,0.0792229408079782
6,7,0.09507804186433982,0.08641507300141163,0.08631445893224568,0.08779922423923898,0.08897870798027045,0.11328067208317835,0.08621433565925353,0.0878950163942714,0.08639957044240665,0.0892079318126763
7,8,0.10929881643030646,0.09817638643458179,0.09788222577026669,0.1002244267620254,0.10089402021285233,0.13055906716610105,0.09806620726353947,0.10103273387953114,0.09887780399675011,0.10130739463597772
8,9,0.12062164430319958,0.10750003874403825,0.10721622252595372,0.1102642262497481,0.1101729879055893,0.1452879026055358,0.10748408171206039,0.1113299030657651,0.1084542879191537,0.11386475852227665
9,10,0.12946499664214497,0.11459721400797261,0.1142835769612531,0.11743113703035712,0.11822045491843972,0.1609804429209949,0.11457126707229034,0.11895605793491534,0.11548809869031373,0.12067686096338075
10,11,0.13643734963478682,0.12096222633195734,0.12060626978442757,0.12347887432979364,0.12484004853558843,0.17214051806289693,0.12089517895742372,0.12568873410743758,0.12194989678808932,0.12800678686297876
11,12,0.14276843770654565,0.12614403198609822,0.125777036800445,0.1294872771913529,0.13131079135797874,0.1851300133717484,0.1265099433315196,0.13348456093968375,0.12768276222269917,0.13492741494003102
12,13,0.15006579619057356,0.13205207975045385,0.1316427171804068,0.13555699696151624,0.13773716059108718,0.19709970203117116,0.13226586686307273,0.14120780380320047,0.1336696039639256,0.1406183622694919
13,14,0.1594265959331967,0.14126285066470384,0.14070294734481195,0.1443669625358038,0.14626489942472692,0.20807434817252965,0.1410620592428896,0.1511398453935245,0.14289775738415927,0.14922271087990663
14,15,0.16535772707361587,0.14759426196795428,0.1469646549910039,0.1496949210906516,0.15247686162669996,0.21962934829882758,0.14724200291331213,0.15856125953929862,0.14842882066067623,0.15693954147047068
15,16,0.16948538836197158,0.1514324441488016,0.15070412617653,0.1528806525290623,0.15685429406697776,0.22967665057626316,0.1501306678624312,0.1622511032544662,0.15178377873341434,0.16045533264582446
16,17,0.17227860728307157,0.15386316265897634,0.1531295285363615,0.15534943961974518,0.1590514673186135,0.23701155073841823,0.1524927550169427,0.16312548305178162,0.15408812711665812,0.16307713665335252
17,18,0.17324227402831874,0.1549591583102826,0.15411056254876535,0.1559010547839846,0.1603912527926746,0.24368630768047894,0.15359222325590113,0.1637932709269005,0.15542837963434036,0.16633907944672605
18,19,0.1754938744630159,0.15728620200447857,0.15632331843816308,0.15817985158897932,0.16271226976524378,0.24781457971637058,0.15559258830903672,0.16793611056000002,0.15780923549377007,0.1697800489066942
19,20,0.173553538323076,0.1573844627760993,0.15644529036859525,0.15866176777494617,0.1632033978393432,0.2480776843277967,0.15645141185500014,0.16932982428322682,0.1581683093329975,0.16960002922564826
20,21,0.17357993031843122,0.15866534117223716,0.15773051682698136,0.15931852147484749,0.16454656731507172,0.2504734910974571,0.1572887951074235,0.1701785763756935,0.15927480451613268,0.17200907401124602
21,22,0.1742422766969297,0.15930274179351345,0.15804317775616714,0.1595104114084578,0.16556366403980524,0.2511056336257363,0.1573707743205548,0.1701983220741959,0.15925251505184557,0.17193103072027507
22,23,0.1685970520667702,0.15326956662484592,0.15201258152262903,0.1523052531001454,0.1596726874532806,0.24719449261998847,0.15114046799614975,0.16459831538579214,0.15262297858126384,0.16477416169988252
23,24,0.16496516577105866,0.14898938755144764,0.14775241351883164,0.14787363700077233,0.15669843269854447,0.23988401497141398,0.14676767498345733,0.15915976139613636,0.14814637551885212,0.16187070155093458
24,25,0.15733457566925121,0.1425431931867839,0.14123770761988325,0.1417814764927631,0.1508925578748616,0.23797088801843588,0.139392084004444,0.1513988597067826,0.14000905841791286,0.16418950281581715
