,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.030972878316670473,0.029760706110466908,0.029735398224084438,0.03049869974732486,0.030868462457361894,0.03279286709470999,0.029859568727427233,0.030221882111960554,0.03027251275951331,0.030403104190149473
1,2,0.05926074608802614,0.056528178026726626,0.05632504934840028,0.05715713183695979,0.057672843477027454,0.0650254085538033,0.05686673998460636,0.05707269869928471,0.05671953902295564,0.056718930154088715
2,3,0.0823291579144778,0.07648679630243499,0.076118763329148,0.07768421359042402,0.07888269408562566,0.0919812925104641,0.0762125297808095,0.07759736169042393,0.07632136268258494,0.07779097908108266
3,4,0.1005224768921725,0.09139643698998824,0.0909501148356795,0.09302733188127897,0.0946474908289787,0.11670630897348305,0.091156250902474,0.0936377966803945,0.09172136977365238,0.09274624791681602
4,5,0.12021179333544824,0.10893906118854674,0.1086449056129192,0.11135614442719936,0.113430045533228,0.14476981949315035,0.10969339110814294,0.11304312859506128,0.1096431481032939,0.11152587864085445
5,6,0.13657372250838018,0.12227882909847651,0.12201078700966037,0.12505085249626272,0.12874041023739502,0.17394908607907153,0.12214001884377451,0.1280424639036514,0.12297724737767182,0.12706971319262378
6,7,0.14913870792629202,0.13263026323719243,0.13218622469686298,0.1347230277070872,0.1387121271958672,0.1916528596389345,0.1320673160757638,0.13741694813914446,0.13294780931785644,0.138552723583199
7,8,0.16229807219803047,0.14253016641343946,0.14191117450664947,0.14391925293248545,0.1479165150253608,0.21094836903516648,0.14172263648389458,0.14670710662231656,0.1423167197335544,0.14738485762226544
8,9,0.17484506724670282,0.15371613521224006,0.15313907621420006,0.15542842413548694,0.15965136160968568,0.22961436530099985,0.15267909919526368,0.15832779528594476,0.15389365277287487,0.16233625044556899
9,10,0.1827178304822795,0.16050741282575243,0.1598808310683769,0.16120432431407236,0.16603359591784111,0.24487467387184833,0.1589292493419344,0.16523140581633888,0.15992162057322765,0.16767780172431693
10,11,0.18471188981920808,0.16370809495090272,0.16315008652679835,0.16448076636596942,0.17019468169965035,0.2603705550760981,0.16282632430343263,0.16757674771223655,0.16260758212353946,0.17105762761071275
11,12,0.1824522941903897,0.15949942427107458,0.15916283224961061,0.1616153465348465,0.1685425282610784,0.2701273866773658,0.15970538100506915,0.16541111788996452,0.15889260990890605,0.1677256932880488
12,13,0.18018763444316413,0.15739081253649878,0.1569599910684194,0.15935837377893436,0.1669477285581814,0.2739671616593421,0.15690310023579765,0.1654474881178868,0.1563316464034296,0.16454322230443214
13,14,0.17766285055821973,0.15715033006720036,0.15658865151755544,0.15722222039567288,0.16344481942393244,0.27683489913450243,0.155950451308889,0.1648635977540575,0.15570865549421326,0.16321985421881868
14,15,0.1777136652805864,0.15862223276536866,0.1575654641469755,0.15729064760997036,0.1642012743298087,0.27549809071557,0.15642204471657603,0.16644485557972272,0.15679390793742834,0.16460577542387356
15,16,0.1737942741994585,0.15497023426232476,0.15397737998268496,0.15352588626089225,0.16134264849104718,0.2742388024061047,0.15249113365444186,0.16396723850471107,0.1533858787693027,0.16290058981882585
16,17,0.16839245907865807,0.14961016492986098,0.14861538605554578,0.14816295746744856,0.15658234836983134,0.27060936446661793,0.14730428472136117,0.15813004221803628,0.14840966267101668,0.15819282042595031
17,18,0.16076561525956268,0.1393237560290063,0.13837665794839535,0.13951311067417022,0.14870092608413374,0.2633452274169172,0.13809684208878178,0.14740536459623943,0.13949702003529463,0.14825205141934922
18,19,0.15729965266831125,0.1390563738289166,0.13812691930793217,0.13818366051756092,0.14719058132161714,0.2566129515092573,0.13742115242208802,0.14800162010640885,0.13922980607732025,0.14772399233573952
19,20,0.14930892717917782,0.1328633853315804,0.1320482012837743,0.13220730560832625,0.1415138402943934,0.24689544713552058,0.13131852510917916,0.14118415246534846,0.13271878702516882,0.1417230743637917
20,21,0.14391366517121432,0.12913877695814457,0.12841766685574843,0.12866750309637134,0.13869119360113788,0.2361332971495046,0.1276514472402834,0.13667218331059972,0.12947533642117348,0.13784126790116258
21,22,0.13694167904140694,0.12223728939944863,0.12150842095459463,0.12136438017138686,0.1327775688191435,0.22512576665668357,0.12075421889955361,0.12854367950415616,0.12219877521252781,0.12978320999147527
22,23,0.1297430927075284,0.11732558870930584,0.11661183050340335,0.11644759413869518,0.12761365720605256,0.21569850479540653,0.11612722871658318,0.1249382323252527,0.11735780732576133,0.124558646113626
23,24,0.12575854492189373,0.11216864790080586,0.11166352783603502,0.11172224807906864,0.12231671671454843,0.20336412390883174,0.11093996140146764,0.11843372839962177,0.11357938023415354,0.12121043184556596
24,25,0.11734911821430025,0.10469550094010469,0.10432151821905372,0.10347463202274955,0.11484597482199485,0.19528432802421328,0.10265358472451705,0.11034263034774705,0.10509477203564788,0.1155875829235593
