,Mean AUC
CoxReduced,0.8100666670604062
Cox,0.855357403845942
CoxNet,0.8565745729011318
GradBoost,0.8530728471630811
RSF,0.8460161976430629
KM,0.5000000000000001
Gompertz,0.8563384499771338
DeepPCH,0.8460517465199753
DeepSurv,0.8556975575431255
DeepHit,0.8452138014602609
