,MAE
CoxReduced,2.54682150810271
Cox,2.2516297184082483
CoxNet,2.2606288179444904
GradBoost,2.2796735989913515
RSF,2.3704548063186914
KM,3.3208593167197034
Gompertz,2.267617839086228
DeepPCH,2.2399646769828783
DeepSurv,2.2333397975718654
DeepHit,2.1490665475761697
