,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.7937158769343956,0.8683745568429346,0.8669468142661723,0.8515147030307639,0.8344891238892211,0.5,0.8638641902167208,0.8684325822103445,0.8615441559205443,0.872011251180194
1,2,0.7967904908168355,0.859965051928506,0.8579616771911989,0.8434758145840379,0.8384723305267351,0.5,0.8561864216340309,0.8631536656097886,0.8551821939302926,0.8587574628972872
2,3,0.8024023108945639,0.8605007709997781,0.8594989401946923,0.848884462835148,0.8494929320377611,0.5,0.8578810018732064,0.8643375377970931,0.8561965484197531,0.8616146963833714
3,4,0.8003295135259307,0.8545870225398026,0.8540403440590176,0.8445365340400018,0.8468328134978794,0.5,0.8528865842551796,0.857437484683653,0.8513459236485613,0.8542103289847612
4,5,0.8042241274501059,0.8584583832352007,0.8582986551107333,0.8493837160297592,0.8509766649664943,0.5,0.8564490810777932,0.8618626358855065,0.856091983032436,0.8594421296232709
5,6,0.8105078578713639,0.8660440689077425,0.8658624803140494,0.856377045640935,0.8554680318423313,0.5,0.8634678280015362,0.8680821166216236,0.8634568389740686,0.8652636106755734
6,7,0.8097318532248339,0.8636087997991448,0.8638689470627975,0.8538579887642271,0.8526903754552013,0.5,0.8615291652377189,0.8656215900801681,0.8608322740166917,0.8632348819929989
7,8,0.8041149512267739,0.8593205617454646,0.8597428073686408,0.851379716208119,0.849406454495941,0.5,0.857802218997854,0.8620018839544765,0.8569363317841839,0.8596981555540758
8,9,0.8041677806184512,0.8585197611275333,0.8589027709117771,0.8513236701018387,0.8486129936659819,0.5,0.85749443172615,0.8606355014936024,0.8566138299250629,0.8586918681190203
9,10,0.8078586192636426,0.8578757752174796,0.8582647571164941,0.8531810746369671,0.8501309406051927,0.5,0.8574309961350681,0.8592208197979098,0.8569321810603341,0.8572656010125139
10,11,0.8124241049064637,0.860152066223117,0.8605183962796411,0.8559311813440842,0.8526688020265483,0.5,0.8602073952389753,0.8613245222026382,0.8602025533751898,0.8588327670982928
11,12,0.8208200510766451,0.8672071573152988,0.8674981868783658,0.8623215342910355,0.8584637764950036,0.5,0.8669461398812152,0.8676030575760378,0.8671067484264184,0.865138019137465
12,13,0.8224753736475156,0.8681546695714302,0.868558104620417,0.8638184968307026,0.8591491130310231,0.5,0.8686365328335269,0.8691124820083267,0.868789130965116,0.8662788862367894
13,14,0.8174562428803493,0.8609811630903623,0.8614616661535797,0.8580443035497498,0.8519450089824463,0.5,0.8611883954935368,0.8616848930695586,0.8615906395713413,0.8585798649032891
14,15,0.8179798160228875,0.8589762007971165,0.85982398336222,0.8591143083521053,0.8511957539433035,0.5,0.8599383117800165,0.8599465163474216,0.8597942708354924,0.8566744294634664
15,16,0.8232522851826223,0.8627176897971552,0.8636341247252002,0.8640054620453532,0.8543620087849939,0.5,0.8645301890717088,0.8639606870113704,0.8644319555947844,0.8608846117898638
16,17,0.8284185076403598,0.8679665682390074,0.8691480214150232,0.8696363423279517,0.8610238264564299,0.5,0.8694821954901395,0.8698110364144961,0.8697428346220015,0.86623849005277
17,18,0.8300459908757787,0.8706626231180317,0.8718203949160986,0.872976298123782,0.8640877537012424,0.5,0.8725533394701088,0.8735309288423296,0.8729164475344462,0.8696028028519633
18,19,0.8325682551532654,0.8710546596484773,0.8723474732668037,0.8747921908924459,0.8655939290976321,0.5,0.8739903179268179,0.8740297368556922,0.8735297291816186,0.869767827651286
19,20,0.837555325215745,0.875021829141458,0.8762529664912916,0.8781592448425561,0.8675616951414875,0.5,0.8777556031259959,0.8770422588821633,0.8771955301302723,0.8743984160989933
20,21,0.8369247470903478,0.8722671879815371,0.8734831528633629,0.8768356769745174,0.8659558695702336,0.5,0.8753813944398736,0.8755996839780051,0.8756430524533708,0.8734242883367669
21,22,0.8422671814454578,0.8740301782635128,0.8755287501493905,0.8792668737185996,0.8660235940410707,0.5,0.8773228172326084,0.8777022893067059,0.8780782175740939,0.8758940849891992
22,23,0.8517526293638498,0.8801427523148966,0.8817282392595556,0.8861882047059104,0.8747899729391293,0.5,0.8835978754949463,0.8831571228983293,0.8825865976391334,0.8826809870219737
23,24,0.8505998364902521,0.881986612102589,0.8834058879655269,0.888116487531967,0.8757479694859291,0.5,0.8854410488538098,0.8843697174165872,0.8842732278352246,0.8837621224285576
24,25,0.8654654168173594,0.8952703512257405,0.8968879231450964,0.9029692127112968,0.8930348990017776,0.5,0.9000449326201856,0.8981472824416508,0.8983354293037602,0.8989876643294089
