,Bias
CoxReduced,-1.3344867233026052
Cox,-1.004883882750656
CoxNet,-1.0577040968468905
GradBoost,-0.9795211011922266
RSF,-1.15796366291522
KM,-2.4863541285266133
Gompertz,-1.0851873216332997
DeepPCH,-1.0485390854188514
DeepSurv,-0.8771322090108951
DeepHit,-0.7428245509063319
