,MAE
CoxReduced,2.3650723878555957
Cox,2.089833554353312
CoxNet,2.0997400324129374
GradBoost,2.0917382736222074
RSF,2.1688506896476074
KM,3.0399156345325076
Gompertz,2.101597105564715
DeepPCH,2.088612208679238
DeepSurv,2.0868292560446386
DeepHit,2.006081252091726
