,IBS
CoxReduced,0.12044878333743225
Cox,0.10859247035459263
CoxNet,0.10810614351097343
GradBoost,0.11038452415052336
RSF,0.11355279236640588
KM,0.17572224532507474
Gompertz,0.10772758407587797
DeepPCH,0.1077558378601478
DeepSurv,0.10923043607234313
DeepHit,0.11116297245738917
