,Mean AUC
CoxReduced,0.7844277200720947
Cox,0.8411552131350539
CoxNet,0.841823136765327
GradBoost,0.837499838086557
RSF,0.8281516944900014
KM,0.5000000000000001
Gompertz,0.8391649847226229
DeepPCH,0.8397624754833614
DeepSurv,0.840353954020714
DeepHit,0.8419855484538546
