,Mean AUC
CoxReduced,0.8099959273238105
Cox,0.8572644499451759
CoxNet,0.8579180513250644
GradBoost,0.8539963371758321
RSF,0.8464082096658104
KM,0.5000000000000001
Gompertz,0.856794958834224
DeepPCH,0.8581611366160024
DeepSurv,0.8570032167645945
DeepHit,0.857456705729105
