,IBS
CoxReduced,0.13056552492001575
Cox,0.11718738306884428
CoxNet,0.1167015562701345
GradBoost,0.11856677076958
RSF,0.12221676985697079
KM,0.18164267065611653
Gompertz,0.11680823760385213
DeepPCH,0.116776461269494
DeepSurv,0.11757537373530069
DeepHit,0.11928197237848588
