,time,CoxReduced,Cox,CoxNet,GradBoost,RSF,KM,Gompertz,DeepPCH,DeepSurv,DeepHit
0,1,0.8031915885857398,0.8602095877308689,0.8591545803672549,0.8432966569789452,0.8319396590192116,0.5,0.8534680293021295,0.8578960721322332,0.8514030250979427,0.8617349160661651
1,2,0.7796969688455916,0.8455300784141089,0.8451004167275277,0.8330323956698409,0.8324673851277368,0.5,0.8433076921927559,0.8468712204092459,0.8419524111984338,0.8531398763894374
2,3,0.7706531709793218,0.8409541226774542,0.8410496843687406,0.827748394975828,0.8268181507938415,0.5,0.8406314298000386,0.8404719562225527,0.8387001109402031,0.8505267864419193
3,4,0.7704479265109682,0.8401618192780443,0.8400247309479119,0.8255896966875521,0.8232160095396218,0.5,0.8381683062836068,0.8390405698320542,0.8368793927884426,0.8462246985321813
4,5,0.7676176283331235,0.8357820343824462,0.8355972843702001,0.820782220603951,0.8175257637912092,0.5,0.8327575570279915,0.8312739240529805,0.8323719298718775,0.8383014830835331
5,6,0.7777167288579317,0.8395328196512838,0.8395433603627199,0.8281569983527165,0.8232299876812424,0.5,0.8376922669894723,0.8351812903400502,0.8367430756609301,0.8392733917603288
6,7,0.7787910857081058,0.8426341813649367,0.8426347595370267,0.8309921988551567,0.8272555636326755,0.5,0.8407243790133966,0.8389388429560989,0.8400766730542713,0.840440462943198
7,8,0.768349977344808,0.8357226115211103,0.8364267680033514,0.8245355235094263,0.8233061592908523,0.5,0.8333755475459718,0.8338423764391254,0.8331038488039403,0.8365581489227152
8,9,0.7635670419353365,0.8295872002654312,0.8299197140169721,0.8170589406916136,0.8148138728931422,0.5,0.8263165186695137,0.8260010393311493,0.8262636045893721,0.8269880355000041
9,10,0.7712973377024636,0.8349999518183318,0.8355870952273902,0.8256649118598689,0.8204871879477099,0.5,0.8328068528553059,0.8316684835631174,0.8331677652335368,0.8321435379810885
10,11,0.7787821062158219,0.8390662851579167,0.8395486586905815,0.8312178977432045,0.8247325669635687,0.5,0.8364936982240919,0.8357054081908846,0.8372309699380311,0.8354294366505649
11,12,0.7849271696490973,0.8446633563332123,0.8451719182961589,0.837377799111117,0.8312093239148884,0.5,0.841606304224081,0.8409144132699857,0.8418276341912799,0.8411615124367433
12,13,0.7896984134888028,0.8454761886189879,0.8461262239915373,0.84027082352009,0.8341079146171362,0.5,0.8428861409850295,0.841262366942189,0.8428538888297927,0.8426411505078559
13,14,0.7844750590470253,0.8398532454047634,0.8406262041769756,0.8384431410075042,0.8320148242988821,0.5,0.8382396867823765,0.8373364078040793,0.839279869666657,0.8378667037308556
14,15,0.7786666874716549,0.8343074772253098,0.8354686280899433,0.8350884344632648,0.8261012850084068,0.5,0.8324873761387688,0.8331251887095743,0.8353853091257744,0.8358277828284706
15,16,0.7824612815768837,0.8355546416169258,0.8366427099173017,0.838297554622848,0.8287799467935019,0.5,0.834386171099875,0.8345916449062083,0.8369351740884547,0.8372011516226638
16,17,0.7843925737033762,0.8364252424492603,0.8374790679810192,0.8396014384770234,0.8305219104837364,0.5,0.8355888081226319,0.8364547647088967,0.838952542971371,0.8381911507554132
17,18,0.7891069317259225,0.8417830953940983,0.8430415219462759,0.8443153085481427,0.8348759101479206,0.5,0.8397146471029693,0.8397413527475744,0.8436321908329454,0.842674253558356
18,19,0.7935104198261937,0.841079426642437,0.8424277753713875,0.8441142942682988,0.8328564716822265,0.5,0.8393832688651957,0.8398654893383952,0.8432413336369269,0.8409126470243875
19,20,0.7927783240667972,0.8382964151938654,0.8393550452458617,0.8436875351343571,0.8301233391529781,0.5,0.8358470145949275,0.8375398391586403,0.8402222468375293,0.8401727492702021
20,21,0.7919700699809076,0.8367581878296417,0.8379901501674807,0.8429830073426821,0.8249197216157722,0.5,0.8349341901432891,0.8384501271104682,0.8397146517143979,0.8422323871654211
21,22,0.7961424863773324,0.8424836811048022,0.8437567839201777,0.8480380569096194,0.8261816083836089,0.5,0.8412247689500633,0.8444775751604299,0.8447601329548003,0.8455396205814927
22,23,0.8018437015625779,0.8498456708973453,0.8510710650253512,0.8558461523563944,0.8322874583234424,0.5,0.8485247019546908,0.8534358917269139,0.85221276176853,0.8510968363863495
23,24,0.8028303348459526,0.8503763593037488,0.8516184647905984,0.8564248985815076,0.8336194539931214,0.5,0.8500505391009777,0.8517537590326776,0.8504918992676636,0.8504074126928257
24,25,0.8161266975862769,0.8625358799141306,0.8637791236982157,0.8694250651246085,0.84739287571768,0.5,0.861970182142649,0.8634081411634763,0.8614890004763225,0.860073489796795
