,IBS
CoxReduced,0.13059949553843841
Cox,0.11825615619374276
CoxNet,0.1177892357819585
GradBoost,0.1191665170147459
RSF,0.1228718385778656
KM,0.18164267065611653
Gompertz,0.11748876506168615
DeepPCH,0.12327597231430294
DeepSurv,0.12221792091552817
DeepHit,0.12881148270956386
