,MAE
CoxReduced,2.643101016919442
Cox,2.375119157027363
CoxNet,2.3852209621628293
GradBoost,2.3930571405484793
RSF,2.4945394621124897
KM,3.5947979261283494
Gompertz,2.3600951204797735
DeepPCH,2.4706956059720824
DeepSurv,2.4287571642052432
DeepHit,2.2919344397567727
