,Mean AUC
CoxReduced,0.7887540387453047
Cox,0.8448872975372294
CoxNet,0.8459585169528194
GradBoost,0.8388706206349051
RSF,0.8287553490370761
KM,0.5
Gompertz,0.8440030778623466
DeepPCH,0.8084142196812619
DeepSurv,0.8256283507725698
DeepHit,0.810980508695744
