,Mean AUC
CoxReduced,0.7706999324266146
Cox,0.8303726072130835
CoxNet,0.8310818379232958
GradBoost,0.8214662069824192
RSF,0.8110177597917089
KM,0.5
Gompertz,0.8304730406401197
DeepPCH,0.8013912373637435
DeepSurv,0.7977609126461873
DeepHit,0.7912547359626675
