,Mean AUC
CoxReduced,0.8245580902229896
Cox,0.8643388268718296
CoxNet,0.8650171899062581
GradBoost,0.8633990962747593
RSF,0.8574143280140475
KM,0.5
Gompertz,0.8662155168432063
DeepPCH,0.8574158735913853
DeepSurv,0.8368842432146806
DeepHit,0.8573866894667546
