,IBS
CoxReduced,0.11671297721324804
Cox,0.1085816486452109
CoxNet,0.1078175667140054
GradBoost,0.11245482634620553
RSF,0.11592686555344278
KM,0.16084415611225264
Gompertz,0.10800521985241446
DeepPCH,0.12519521545277681
DeepSurv,0.11224415489801849
DeepHit,0.13909010936370067
