,MAE
CoxReduced,1.7817793155796828
Cox,1.5565287080510029
CoxNet,1.562716834194254
GradBoost,1.5464254474908141
RSF,1.580163217173762
KM,1.9702231684149751
Gompertz,1.5528885953418912
DeepPCH,1.756802565001122
DeepSurv,1.5551877736431392
DeepHit,1.6510518537535217
