,Mean AUC
CoxReduced,0.7509088990018057
Cox,0.8166529954094386
CoxNet,0.8172644167898192
GradBoost,0.8096696951428147
RSF,0.7978836135023311
KM,0.5
Gompertz,0.8185314742117208
DeepPCH,0.7906064829752298
DeepSurv,0.7789162885745926
DeepHit,0.7748334071882577
