,IBS
CoxReduced,0.1382276166684475
Cox,0.12440598002366965
CoxNet,0.12379592060089094
GradBoost,0.12641263351411322
RSF,0.13093217950240935
KM,0.17670575103748776
Gompertz,0.12341003452241028
DeepPCH,0.13722666478538004
DeepSurv,0.13144268410714263
DeepHit,0.15020942970865878
