,IBS
CoxReduced,0.15151609358105622
Cox,0.13431797052029926
CoxNet,0.13381308129909822
GradBoost,0.13560739260013727
RSF,0.14057398192788131
KM,0.1874679236358647
Gompertz,0.1332516584642195
DeepPCH,0.1450581491086629
DeepSurv,0.14365262881249483
DeepHit,0.15750826775329643
